Property Name,Reported,Tax Parcel,Property Type,Address, Zip,"Gross Area (sq ft) 
",Site EUI (kBTU/sf),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link
75 Amory: 75 Amory Avenue,Reported,1101200015,Multifamily Housing,75 Amory Avenue,2119,48855,34.6,92,,Multifamily Housing,2016,107.1,2.2,1692017.3,0.5975,0.425,,,,,,Not Available,Not Available,,
Zelma Lacey Assisted Living: 9 West School St,Reported,202350000,Multifamily Housing,9 W School St,2129,39384,86.7,21,,Multifamily Housing,2004,205.3,5.2,3415535.9,0.415,0.5895,,,,,,44.86,Not Available,,
Charlesview Residences - Compliance,Reported,2200862010,Multifamily Housing,400 Western Avenue,2135,211834,70.4,60,,Multifamily Housing,2013,914.2,4.3,14919812.4,0.4794,0.526,,,,,,27.66,Not Available,,
Hearth at Olmstead Green: 2 Kingbird Road,Voluntary,1405196900,Multifamily Housing,305 American Legion Hwy,2124,59580,39,83,,Multifamily Housing,2012,141.5,2.4,2325401.4,0.4549,0.5451,,,,,,16.36,Not Available,Used 582.5 SF per apartment per the average of range 540-625 found on Peabody's site.  Gross SF comes from press release about the groundbreaking.,
MPDC - Brookledge Cummins: 60 Brookledge Street,Reported,1202311000,Multifamily Housing,60 Brookledge St,2121,32503,100.8,51,,Multifamily Housing,2008,181.2,5.6,3277770.2,0.1279,0.8721,,,,,,57.59,Not Available,,
Van Ness Terrace,Reported,1200280000,Multifamily Housing,238 Warren Street,2119,66383,44.1,93,,Multifamily Housing,1925,167.2,2.5,2927019.5,0.2348,0.7652,,,,,,Not Available,Not Available,This property consists of 6 connected buildings. Service addresses 238 through 248 Warren Street. ,
Whittier Place Condominium,Reported,300450000,Multifamily Housing,6 Whittier Place,2114,696351,45,92,,Multifamily Housing,2001,1833,2.6,31366729.6,0.3129,0.6871,,,,,,30.05,Not Available,,
One Financial Center,Reported,304285000,Office,One Financial Center,2111,1284680.3,48.8,62,"2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007","Fast Food Restaurant, Office, Parking",1984,4153.4,3.4,59222635,1,,,,,,,10.6,Not Available,"Eversource portal Bldg ID 5196
3 meters:  1FL, 26 and BLANK  - all at 675 Atlantic, zip code 02111
Who are these? Why do the register just 200,000 kWh / month? 

Eversource portal Bldg ID 5197
BLANK - at 675 Atlantic, zip 02110  is this the big guy? 

total of four meters

",
20 Custom House,Reported,303998000,Office,20 Custom House,2110,96032,99.5,32,,Office,1984,670.2,7,9555609.9,1,,,,,,,16.44,Not Available,"Water Meter # 0811;0385;0803
Water Acct # 114039001;114046001;114106000


",
21 Custom House,Reported,303988000,Office,21 Custom House Street,2210,135746,65.3,56,,"Office, Parking",1984,481.7,4.6,6869058.7,1,,,,,,,8.66,Not Available,,
45 Milk Street,Reported,304662000,Office,45 Milk Street,2110,82925,47.2,75,"2020, 2019, 2018, 2017","Adult Education, Office",1893,250,3,3914067.4,0.632,0.368,,,,,,3.05,Not Available,,
Alan Issokson,Reported,1600667000,Residence Hall/Dormitory,1524-1530 Dorchester Ave.,2122,43303,10.3,100,,"Residence Hall/Dormitory, Retail Store",1930,23.8,0.5,447410.9,,1,,,,,,14.71,Not Available,,
699 Boylston St,Reported,501397000,Office,699 Boylston St,2116,211351,49.1,66,"2020, 2019, 2017, 2016","Bank Branch, Office, Other, Retail Store",1983,728.1,3.4,10381391.8,1,,,,,,,8.43,Not Available,,
Doubletree Club Hotel Boston Bayside,Submitted with possible data errors,03448-000,Hotel,240 Mt. Vernon Street,2125,91000,Not Available,,,Hotel,1999,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,no contextual info will be disclosed in the first year.,
101 Tremont,Reported,304717000,Office,101 Tremont Street,2108,75285,64.3,70,,Office,1901,288.5,3.8,4841608.9,0.386,0.6194,,,,,,10.17,Not Available,"major renovations in 2015, first CY of continuous operations was CY-2015

3 ground floor restaurants energy and GFA were removed. ",
Eleven West,Reported,0600055010 060006100,Multifamily Housing,11 West Broadway,2127,123163,13.7,100,,"Multifamily Housing, Other - Restaurant/Bar, Parking",2013,86.1,0.8,1477640.5,0.326,0.6974,,,,,,17.9,Not Available,Property has an average monthly occupancy of 90% for 2015,
Orchard Gardens,Reported,802195020,Multifamily Housing,25 Ambrose Street,2481,64000,62.9,38,,Multifamily Housing,2000,228.4,3.6,4025834.7,0.2129,0.7871,,,,,,34.68,Not Available,,
455-465 Geneva Ave.,Reported,1702239000,Multifamily Housing,455 Geneva Ave,2122,32852,58.7,58,,Multifamily Housing,2012,113.9,3.5,1928095.9,0.3493,0.657,,,,,,44.48,Not Available,,
Trinity Mattapan Heights 5,Reported,1800113800,Multifamily Housing,229A River St,2126,74698,54.4,68,,Multifamily Housing,2012,242.5,3.2,4061046.6,0.3884,0.6116,,,,,,Not Available,Not Available,Property is on a land lease through Boston Public Health so the water is sub-metered.  Customer does not have Boston Water and sewer invoices.  They manage their usage by manually reading the meter monthly via pictures.  ,
Loews Boston Hotel,Reported,401117000,Hotel,350 Stuart Street,2116,172000,81.6,72,,Hotel,2004,859,5,14030753.2,0.4764,0.5236,,,,,,19.24,Not Available,,
Maverick Landing I,Reported,105609010,Multifamily Housing,3 - 17 New Street,2128,144009,93,82,,Multifamily Housing,2004,748,5.2,13390760.3,0.1615,0.8385,,,,,,7.27,Not Available,,
Washington Beech - 4560 WASHINGTON ST,Reported,1806017110,Multifamily Housing,4560 WASHINGTON ST,2131,79766,42.2,95,,Multifamily Housing,2010,200.9,2.5,3366515.3,0.3863,0.6137,,,,,,43.64,Not Available,,
Trinity Franklin Hill Phase One LP,Reported,1404238010,Multifamily Housing,99-113 Shandon Road,2124,75462,117,21,,Multifamily Housing,2008,506.9,6.7,8826506,0.2537,0.7463,,,,,,77.8,Not Available,,
Maverick Landing II,Reported,105402010,Multifamily Housing,115 Sumner Street,2128,98784,58.2,91,,Multifamily Housing,2005,330.5,3.3,5751972.5,0.2553,0.7447,,,,,,49.65,Not Available,,
Trinity Foley,Reported,1800113100,Multifamily Housing,249 River Street,2126,125000,54.3,35,,Multifamily Housing,1900,403.1,3.2,6790557.5,0.3669,0.6331,,,,,,Not Available,Not Available,Water is paid through Boston Public Health.,
Ridgecrest Green (dr77),Reported,1812339010,Multifamily Housing,110 Edgemere Rd,2132,210954,48.6,87,,"Heated Swimming Pool, Multifamily Housing, Parking",1970,493.5,2.9,8299675.7,0.3728,0.6272,,,,,,39.44,Not Available,,
Leon Victor J TS,Submitted with possible data errors,1201139000,Enclosed Mall,330 Martin Luther King Blvd,2119,1000000,Not Available,,,"Enclosed Mall, Parking",1965,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,
Ridgecrest Terrace (rg99),Reported,2012112000,Multifamily Housing,14 Ridgecrest Ter,2132,338658,35.2,100,,"Heated Swimming Pool, Multifamily Housing",1982,785.2,2.3,11930027.7,0.2273,0.3538,,0.4189,,,,19.02,Not Available,,
JOKAM,Submitted with possible data errors,1602618000,Office,74 Lawley Street,2122,45724,Not Available,,,Office,1935,Not Available,Not Available,Not Available,,,,,,,,128.96,Not Available,,
Tenean Properties,Reported,1602580000,Office,60 Tenean Street,2122,48399,42.5,92,,Office,1968,120,2.5,2056188,0.374,0.6926,,,,,,42.53,Not Available,,
Trinity Border Street LLC (Boston East),Reported,105413010,Multifamily Housing,126 Border Street,2128,203508,39.4,94,,Multifamily Housing,2018,484.1,2.4,8020330.9,0.4254,0.5746,,,,,,23.99,Not Available,,
Riverway Plaza,Reported,1704030000,Strip Mall,84-100 River St,2126,62445,53.3,,,"Parking, Strip Mall",1980,217.8,3.5,3325480.7,0.727,0.273,,,,,,9.35,Not Available,"Weekly Operating Hours, Number of Workers on Main Shift, Number of Computers are all estimates",
The Carruth - Commercial,Reported,1604854012;1604854020,Multifamily Housing,1900 -1918 DORCHESTER Ave,2122,186139,69.3,17,,Multifamily Housing,2006,754.2,4.1,12905590.7,0.3129,0.6871,,,,,,37.73,Not Available,Additional Boston Assessing Parcel ID = 1604854020,
Mission Park Apartments,Reported,1000290000,Multifamily Housing,15-37 St Albams Rd,2115,786880,97.8,26,,Multifamily Housing,1975,4422.4,5.6,76969786.4,0.2552,0.7448,,,,,,49.89,Not Available,,
Franciscan Monastery of St Clare,Submitted with possible data errors,1902805000,Other - Lodging/Residential,920 Centre St,2130,64400,Not Available,,,"Other - Lodging/Residential, Parking",1906,Not Available,Not Available,Not Available,,,,,,,,4.16,Not Available,,
31 Milk Street,Reported,304642004,Office,31 Milk Street,2109,104720,70.2,79,,Office,1923,436.2,4.2,7350442.4,0.3664,0.6336,,,,,,4.15,Not Available,,
268 Summer Street,Reported,602700000,Office,268 Summer Street,2210,73577,35.8,82,,Office,1898,185,2.5,2637653.5,1,,,,,,,6.43,Not Available,,
285 Summer Street,Reported,602705000,Office,285 Summer Street,2210,57770,42.9,76,,"Office, Parking",1903,144.9,2.9,2115118.3,0.95,0.95,,,,,,4.15,Not Available,,
24 Federal Street,Reported,304672000,Office,24 Federal Street,2110,73686,69.3,65,,Office,1921,321.8,4.4,5106991.1,0.5817,0.4183,,,,,,2.11,Not Available,,
3 PO Square,Reported,304673000,Office,79 Milk Street,2110,64879,102.5,49,,Office,1905,396.5,6.1,6650364.5,0.3826,0.6174,,,,,,17.91,Not Available,,
Fenway Triangle Trilogy,Reported,2100051014,Multifamily Housing,180 Brookline Ave,2115,776441,69.5,28,,"Bank Branch, Fast Food Restaurant, Multifamily Housing, Other, Other - Restaurant/Bar, Parking, Restaurant, Retail Store",2006,2308.9,4.5,36020144.8,0.6455,0.3545,,,,,,28.68,Not Available,Parcel ID 2100051014,
745 Atlantic Ave,Reported,305355000,Office,745 Atlantic Ave,2111,243801,55.5,88,"2020, 2019, 2018, 2017, 2016, 2015","Office, Parking",1988,756.4,3.9,10785621.7,1,,,,,,,2.09,Not Available,,
100 Monmouth St LLC,Reported,2100115000,Parking,142-146 St Mary's St,2215,47904,4.3,,,Parking,1920,14.4,0.3,205061.2,1,,,,,,,0,Not Available,,
745,Reported,503207100,Office,745 Boylston Street,2116,120496,76.4,,,"Office, Parking, Restaurant, Retail Store, Self-Storage Facility",1988,538.6,4.8,8568499.8,0.5726,0.4274,,,,,,15.96,Not Available,,
"J.C. Cannistraro, LLC",Reported,602674085,Manufacturing/Industrial Plant,25 Fid Kennedy Avenue,2210,157000,55.1,,,Manufacturing/Industrial Plant,1940,511.6,3.3,8645792.8,0.3558,0.6442,,,,,,0.8,Not Available,,
Hebrew Rehabilitation Center,Reported,2005206000,Hospital (General Medical & Surgical),1200 Centre St,2131,445000,1189.6,1,,"Hospital (General Medical & Surgical), Parking",1963,26947.2,64.2,499650417.8,0.478,0.952,,,,,0.1742,36.07,Not Available,,
BE Realty,Reported,304206000,Office,133 Federal St,2110,127689,84.4,78,,"Office, Restaurant",1960,723,5.7,10773424.2,0.1917,,0.883,,,,,3.21,Not Available,,
Lincoln Plaza: 66 Lincoln Street,Reported,304304100,Multifamily Housing,66 Lincoln Street,2111,121500,75.8,10,,Multifamily Housing,1950,591.3,4.9,9209344.2,0.6521,0.3479,,,,,,Not Available,Not Available,,
Commonwealth Park Condo: 1427 Commonwealth Avenue,Reported,2101110000,Multifamily Housing,1427 Commonwealth Avenue,2135,103823,65.9,50,,Multifamily Housing,1985,423.1,4.1,6846617.6,0.51,0.49,,,,,,Not Available,Not Available,Building characteristics estimated! ,
San Marco/Lincoln Wharf Condominium Trust: Lincoln Wharf,Reported,303039000,Multifamily Housing,357 Commercial Street,2109,256779,36.9,97,,Multifamily Housing,1987,682.1,2.7,9484426.9,0.5611,,,0.4389,,,,Not Available,Not Available,"Note on sheet: ""Oil is used for central heat, but no oil meter. Oil Co is P.E.N",
Parris Landing Condominium Trust: 42 8th Street,Reported,203506010,Multifamily Housing,42 8th Street,2129,320568,64.7,82,,Multifamily Housing,1979,1200.5,3.7,20754363.9,0.2778,0.7222,,,,,,Not Available,Not Available,,
Flagship Wharf Condominium: 197 8th Street,Reported,203505100,Multifamily Housing,197 8th Street,2129,590000,51.1,32,,Multifamily Housing,1989,1870.9,3.2,30147556.6,0.5255,0.4745,,,,,,Not Available,Not Available, ,
Basilica Leasehold Condominium Trust: Basilica Condominium,Reported,203510175,Multifamily Housing,106 13th Street,2129,80000,80.5,88,,Multifamily Housing,1986,383.6,4.8,6437711,0.3799,0.621,,,,,,Not Available,Not Available,SIXTEENTH ST on CBL. Gross Sqaure footage estimated. ,
Union Wharf Condominiums,Reported,303038200,Multifamily Housing,343 Commercial Street,2109,236724,29.7,87,2020,"Heated Swimming Pool, Multifamily Housing, Office, Parking",1978,438.4,2,6638892.5,0.7597,0.243,,,,,,0.99,Not Available,"Eversource portal credential needed to obtain aggregated monthly electric usage

",
U-Haul Storage at Rusfield St (837054/837065),Reported,800969000,Self-Storage Facility,15 Rusfield,2118,127500,13.3,,,Self-Storage Facility,1920,105.6,0.8,1693305,0.5436,0.4564,,,,,,3.6,Not Available,,
One Bowdoin Square,Reported,302621000,Office,One Bowdoin Square,2114,164697,53.7,76,"2020, 2019, 2018, 2017, 2016, 2015","Office, Parking",1972,525,3.4,8394776,0.5539,0.4461,,,,,,6.53,Not Available,"The month of April had an adjustment of -7782...  we took that off of the following month (May)
that is why April shows zero consumption.

LPC hired property a firm to measure the GFA of the property which resulted in higher numbers. Previously, commmon areas were not accounted for. ",
Saint John Paul II Catholic Academy,Reported,1602169000,K-12 School,239 Neponset Ave,2122,60000,39,70,,K-12 School,2008,137.4,2.3,2342311.2,0.3252,0.6748,,,,,,4.93,Not Available,,
Saint John Paul II Catholic Academy,Reported,1703589000,K-12 School,2214-2224 Dorchester Ave,2124,61000,11.4,98,,K-12 School,2015,48.8,0.8,696453,1,,,,,,,4.64,Not Available,,
Saint John Paul II Catholic Academy,Reported,703079000,K-12 School,796 Columbia Road,2125,60000,47.2,59,,K-12 School,2008,165.3,2.8,2830902.4,0.31,0.69,,,,,,8.75,Not Available,,
Prime Storage Traveler St,Reported,306575000,Self-Storage Facility,33 Traveler St,2118,53312,20.2,,,Self-Storage Facility,1910,65.5,1.2,1074273.3,0.4621,0.5379,,,,,,1.35,Not Available,,
Prime Storage Boston Southampton St,Reported,801027050,Self-Storage Facility,100 Southampton St,2118,68104,12.1,,,Self-Storage Facility,1953,48.2,0.7,821815.5,0.3238,0.6762,,,,,,0.23,Not Available,,
Prime Storage Hyde Park,Reported,1809450000,Self-Storage Facility,1641 Hyde Park Ave,2136,40000,44.6,,,Self-Storage Facility,1900,96.7,2.4,1785779.6,0.65,0.9395,,,,,,0.25,Not Available,,
Anderson Park: 250 Cambridge St,Reported,502186000,Multifamily Housing,250 Cambridge St,2114,86006,74.5,38,,Multifamily Housing,1978,376,4.4,6404036.3,0.329,0.671,,,,,,28.25,Not Available,"DHW boilers replaced Dec 2012; now condensing

BERDO filed for exemption on this property for 2019. ",
Lionhead Apartments (Dudley),Reported,1301236000; 1301235000,Multifamily Housing,3 Monadnock St,2125,87944,58.8,87,,Multifamily Housing,1900,296.9,3.4,5173292.4,0.2514,0.7486,,,,,,41.22,Not Available,,
Navy Yard 34-39: Building 39,Reported,203504000,Office,100 1st Avenue,2129,86951,48.5,57,,Office,1989,287.7,3.3,4218806.8,0.8864,0.1136,,,,,,5.89,Not Available,,
Navy Yard 34-39: Building 34,Reported,203512000,Office,1 1st Avenue,2129,49247,51.6,60,,"Bank Branch, Office, Retail Store",1989,172.7,3.5,2542381.6,0.879,0.1291,,,,,,9.77,Not Available,,
Huntington Avenue: 706 Huntington Avenue,Reported,1000131000,Multifamily Housing,706 Huntington Avenue,2115,35502,74.9,61,,Multifamily Housing,1987,150.6,4.2,2658093.1,0.277,0.7923,,,,,,46.64,Not Available,still using single pane windows; window replacement project scheduled to begin Spring 2011,
West Fenway Elderly Housing: 110 Peterborough St,Reported,2100033000,Multifamily Housing,110 Peterborough St,2215,40752,53,93,,Multifamily Housing,1990,125.9,3.1,2161278.7,0.37,0.6993,,,,,,124.86,Not Available,,
64-70 Burbank St. Apt: 64 Burbank St.,Reported,401476000,Multifamily Housing,64 Burbank St,2115,18568,68.3,,,Multifamily Housing,1912,74.7,4,1267823.9,0.3419,0.6581,,,,,,97.25,Not Available,The usage reported reflects the data that was provided directly by Eversource for the whole building. ,
Westland Ave Apartments,Reported,401512000,Multifamily Housing,65 Westland Ave,2115,114949,54.4,77,,Multifamily Housing,1900,363.9,3.2,6255243.2,0.2973,0.727,,,,,,41.02,Not Available,"Addresses include: 65-67 Westland Ave., 66 Westland Ave., 72-78 Westland Ave., and 83 Westland Ave. ",
Midway Studios: 15 Channel Center Street,Reported,602750050,Multifamily Housing,15 Channel Center St,2210,203500,36.4,66,,Multifamily Housing,2005,470.3,2.3,7398803.4,0.6143,0.3857,,,,,,16.77,Not Available,Garage space is located in basement of building but does not belong to building,
Amy Lowell House: 65 Martha Road,Reported,300465000,Multifamily Housing,65 Martha Rd,2114,115000,70.5,53,,Multifamily Housing,1975,486.4,4.2,8105434.9,0.454,0.5946,,,,,,42.67,Not Available,updated water coming in on Monday 5/18 - will resubmit this property.,
BB/OP/12SS: 31 Burbank Street,Reported,401440000,Multifamily Housing,31 Burbank Street,2115,40461,93.9,52,,Multifamily Housing,1899,212.1,5.2,3799626.3,0.159,0.841,,,,,,43.72,Not Available,,
New England Center and Home for Veterans: 17 Court Street,Reported,302886000,Other,17 Court Street,2108,116190,78.8,,,"Multifamily Housing, Other",1920,589.9,5.1,9159150.6,0.6634,0.3366,,,,,,24.88,Not Available,"Two attached buildings (4 occupied stories above grade and 9 occupied stories above grade with 10th floor mechanical room), 96 SRO and 0BR units, and 193 transitional shelter housing beds in 11 dormitory rooms, extensive office and supportive services space and commercial kitchen.",
"Stadium Auto Body, INc",Reported,2200558001; 2200558000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",EVERETT ST,2134,61015,35.1,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1968,120.6,2,2141524.2,0.1875,0.8125,,,,,,0.56,Not Available,"5/1/2018: this property is made up of two parcels 2200558001 and 2200558000. However, 2200558000 is not on the Boston BERDO CBL. The way the meters are setup, they make up the entirety of usage for both these parcels. The GFA is calculated by adding the living space of these two parcels based on the Boston Tax assessors Data base. ",
Allerton: 65 Allerton Street,Reported,0800962000;  0800961001; 0800962010; 080096300; 0800957000,Office,65 Allerton Street,2119,110087,81.3,34,,Office,2000,616.6,5.6,8954538.5,0.9253,0.747,,,,,,32.88,Not Available,,
New Mass Pike Towers,Reported,500270000,Multifamily Housing,366 Tremont Street,2116,232496,80.7,74,,Multifamily Housing,1974,1043.3,4.5,18758219.3,0.1473,0.8527,,,,,,64.82,Not Available,,
